Store,Date,Time,Dept,Family,Item_No,SalesQty,Price,SalesValue,Sales_Status,Sales_number
S1,03/19/2009,19,GA,運動飲料,654,4,24,96,P,1
S1,03/19/2009,21,GA,運動飲料,634,60,6,360,N,1
S1,03/19/2009,21,GA,運動飲料,666,5,14,70,P,1
S1,03/19/2009,21,GA,運動飲料,558,8,4,32,P,1
S1,03/19/2009,21,GA,運動飲料,186,5,9,45,P,1
S1,03/20/2009,09,GA,運動飲料,032,30,4,120,P,1
S1,03/20/2009,09,GA,運動飲料,186,5,9,45,P,1
S1,03/20/2009,10,GA,運動飲料,186,60,5,300,N,1
S1,03/20/2009,10,GA,運動飲料,956,8,8,64,P,1
S1,03/20/2009,11,GA,運動飲料,152,8,8,64,P,1
S1,03/20/2009,11,GA,運動飲料,666,5,14,70,P,1
S1,03/20/2009,12,GA,運動飲料,912,4,8,32,N,1
S1,03/20/2009,14,GA,運動飲料,956,8,8,64,P,1
S1,03/20/2009,14,GA,運動飲料,876,5,13,65,P,1
S1,03/20/2009,15,GA,運動飲料,254,1,29,29,P,1
S1,03/20/2009,15,GA,運動飲料,558,8,4,32,P,1
S1,03/20/2009,16,GA,運動飲料,254,2,29,58,P,2
S1,03/20/2009,16,GA,運動飲料,186,10,9,90,P,2
S1,03/20/2009,17,GA,運動飲料,666,10,14,140,P,1
S1,03/20/2009,18,GA,運動飲料,634,30,6,180,N,1
S1,03/20/2009,19,GA,運動飲料,558,8,4,32,P,1
S1,03/20/2009,20,GA,運動飲料,388,5,14,70,N,1
S1,03/20/2009,20,GA,運動飲料,020,5,15,75,P,1
S1,03/20/2009,21,GA,運動飲料,152,8,8,64,P,1
S1,03/20/2009,21,GA,運動飲料,254,6,19,114,P,2
S1,03/20/2009,21,GA,運動飲料,186,30,5,150,N,1
S1,03/20/2009,21,GA,運動飲料,956,8,8,64,P,1
S1,03/20/2009,21,GA,運動飲料,876,15,13,195,P,1
S1,03/20/2009,21,GA,運動飲料,958,8,4,32,N,1
S1,03/20/2009,21,GA,運動飲料,186,5,9,45,P,1
S1,03/20/2009,22,GA,運動飲料,654,1,32,32,P,1
S1,03/20/2009,22,GA,運動飲料,274,3,19,57,N,1
S1,03/20/2009,22,GA,運動飲料,610,5,17,85,N,1
S1,03/21/2009,10,GA,運動飲料,956,8,8,64,P,1
S1,03/21/2009,11,GA,運動飲料,876,5,13,65,P,1
S1,03/21/2009,12,GA,運動飲料,970,1,18,18,N,1
S1,03/21/2009,13,GA,運動飲料,254,1,29,29,P,1
S1,03/21/2009,13,GA,運動飲料,020,5,15,75,P,1
S1,03/21/2009,14,GA,運動飲料,254,2,29,58,P,2
S1,03/21/2009,15,GA,運動飲料,666,5,14,70,P,1
S1,03/21/2009,16,GA,運動飲料,152,15,9,135,P,1
S1,03/21/2009,16,GA,運動飲料,666,5,14,70,P,1
S1,03/21/2009,16,GA,運動飲料,254,1,29,29,P,1
S1,03/21/2009,16,GA,運動飲料,186,30,5,150,N,1
S1,03/21/2009,16,GA,運動飲料,956,15,9,135,P,1
S1,03/21/2009,17,GA,運動飲料,152,8,8,64,P,1
S1,03/21/2009,17,GA,運動飲料,956,8,8,64,P,1
S1,03/21/2009,18,GA,運動飲料,254,3,19,57,P,1
S1,03/21/2009,18,GA,運動飲料,956,30,9,270,P,1
S1,03/21/2009,18,GA,運動飲料,020,5,15,75,P,1
S1,03/21/2009,20,GA,運動飲料,254,3,19,57,P,1
S1,03/21/2009,20,GA,運動飲料,876,5,13,65,P,1
S1,03/21/2009,20,GA,運動飲料,274,1,28,28,N,1
S1,03/21/2009,21,GA,運動飲料,254,3,19,57,P,1
S1,03/21/2009,21,GA,運動飲料,956,8,8,64,P,1
S1,03/21/2009,21,GA,運動飲料,020,5,15,75,P,1
S1,03/21/2009,22,GA,運動飲料,152,8,8,64,P,1
S1,03/21/2009,22,GA,運動飲料,254,1,29,29,P,1
S1,03/22/2009,10,GA,運動飲料,876,15,13,195,P,1
S1,03/22/2009,10,GA,運動飲料,186,5,9,45,P,1
S1,03/22/2009,11,GA,運動飲料,254,3,19,57,P,1
S1,03/22/2009,11,GA,運動飲料,654,1,32,32,P,1
S1,03/22/2009,11,GA,運動飲料,956,8,8,64,P,1
S1,03/22/2009,11,GA,運動飲料,020,5,15,75,P,1
S1,03/22/2009,12,GA,運動飲料,274,3,19,57,N,1
S1,03/22/2009,14,GA,運動飲料,254,1,29,29,P,1
S1,03/22/2009,14,GA,運動飲料,020,5,15,75,P,1
S1,03/22/2009,15,GA,運動飲料,634,30,6,180,N,1
S1,03/22/2009,15,GA,運動飲料,558,15,5,75,P,1
S1,03/22/2009,15,GA,運動飲料,876,5,13,65,P,1
S1,03/22/2009,16,GA,運動飲料,970,3,12,36,N,1
S1,03/22/2009,17,GA,運動飲料,254,7,21,147,P,2
S1,03/22/2009,17,GA,運動飲料,654,1,32,32,P,1
S1,03/22/2009,18,GA,運動飲料,020,5,15,75,P,1
S1,03/22/2009,19,GA,運動飲料,912,3,7,21,N,1
S1,03/22/2009,19,GA,運動飲料,020,10,15,150,P,1
S1,03/22/2009,19,GA,運動飲料,186,5,9,45,P,1
S1,03/22/2009,20,GA,運動飲料,654,6,27,162,P,1
S1,03/22/2009,20,GA,運動飲料,274,8,21,168,N,1
S1,03/22/2009,21,GA,運動飲料,254,7,25,175,P,3
S1,03/22/2009,21,GA,運動飲料,956,16,8,128,P,2
S1,03/22/2009,21,GA,運動飲料,876,10,13,130,P,1
S1,03/22/2009,22,GA,運動飲料,254,1,29,29,P,1
S1,03/22/2009,22,GA,運動飲料,956,15,9,135,P,1
S1,03/23/2009,10,GA,運動飲料,186,15,9,135,P,1
S1,03/23/2009,12,GA,運動飲料,956,8,9,72,N,1
S1,03/23/2009,13,GA,運動飲料,254,5,23,115,P,1
S1,03/23/2009,14,GA,運動飲料,522,5,15,75,N,1
S1,03/23/2009,17,GA,運動飲料,254,3,19,57,P,1
S1,03/23/2009,17,GA,運動飲料,654,3,21,63,P,1
S1,03/23/2009,17,GA,運動飲料,876,5,13,65,P,1
S1,03/23/2009,18,GA,運動飲料,254,1,29,29,P,1
S1,03/23/2009,18,GA,運動飲料,876,5,13,65,P,1
S1,03/23/2009,19,GA,運動飲料,254,8,22,176,P,1
S1,03/23/2009,19,GA,運動飲料,186,30,5,150,N,1
S1,03/23/2009,19,GA,運動飲料,876,5,13,65,P,1
S1,03/23/2009,20,GA,運動飲料,522,5,15,75,N,1
S1,03/23/2009,20,GA,運動飲料,152,8,8,64,P,1
S1,03/23/2009,21,GA,運動飲料,654,1,32,32,P,1
S1,03/23/2009,22,GA,運動飲料,254,3,19,57,P,1
S1,03/23/2009,22,GA,運動飲料,876,10,13,130,P,1
S1,03/24/2009,10,GA,運動飲料,254,5,23,115,P,2
S1,03/24/2009,11,GA,運動飲料,152,16,8,128,P,2
S1,03/24/2009,11,GA,運動飲料,558,8,6,48,N,1
S1,03/24/2009,11,GA,運動飲料,876,5,13,65,P,1
S1,03/24/2009,12,GA,運動飲料,152,15,9,135,P,1
S1,03/24/2009,13,GA,運動飲料,254,1,29,29,P,1
S1,03/24/2009,14,GA,運動飲料,152,8,8,64,P,1
S1,03/24/2009,14,GA,運動飲料,254,1,29,29,P,1
S1,03/24/2009,15,GA,運動飲料,654,1,32,32,P,1
S1,03/24/2009,15,GA,運動飲料,020,5,16,80,N,1
S1,03/24/2009,18,GA,運動飲料,254,2,29,58,P,2
S1,03/24/2009,18,GA,運動飲料,654,1,32,32,P,1
S1,03/24/2009,19,GA,運動飲料,274,1,28,28,N,1
S1,03/24/2009,20,GA,運動飲料,466,10,6,60,N,1
S1,03/24/2009,20,GA,運動飲料,654,1,32,32,P,1
S1,03/24/2009,20,GA,運動飲料,876,5,13,65,P,1
S1,03/24/2009,21,GA,運動飲料,634,60,6,360,N,1
S1,03/25/2009,10,GA,運動飲料,558,8,6,48,N,1
S1,03/25/2009,10,GA,運動飲料,876,5,13,65,P,1
S1,03/25/2009,11,GA,運動飲料,254,1,29,29,P,1
S1,03/25/2009,13,GA,運動飲料,634,30,6,180,N,1
S1,03/25/2009,14,GA,運動飲料,254,1,29,29,P,1
S1,03/25/2009,14,GA,運動飲料,876,5,13,65,P,1
S1,03/25/2009,15,GA,運動飲料,186,30,5,150,N,1
S1,03/25/2009,16,GA,運動飲料,020,5,16,80,N,1
S1,03/25/2009,18,GA,運動飲料,654,3,21,63,P,1
S1,03/25/2009,19,GA,運動飲料,876,5,13,65,P,1
S1,03/25/2009,20,GA,運動飲料,666,10,14,140,P,1
S1,03/25/2009,20,GA,運動飲料,654,4,24,96,P,1
S1,03/25/2009,20,GA,運動飲料,876,5,13,65,P,1
S1,03/25/2009,22,GA,運動飲料,254,1,29,29,P,1
S1,03/25/2009,22,GA,運動飲料,186,30,5,150,N,1
S1,03/25/2009,22,GA,運動飲料,970,3,12,36,N,1
S1,03/26/2009,11,GA,運動飲料,064,30,6,180,N,1
S1,03/26/2009,12,GA,運動飲料,186,10,10,100,N,1
S1,03/26/2009,13,GA,運動飲料,956,8,9,72,N,1
S1,03/26/2009,14,GA,運動飲料,152,8,8,64,P,1
S1,03/26/2009,14,GA,運動飲料,186,30,5,150,P,1
S1,03/26/2009,14,GA,運動飲料,654,1,32,32,P,1
S1,03/26/2009,14,GA,運動飲料,876,5,13,65,P,1
S1,03/26/2009,16,GA,運動飲料,522,5,15,75,N,1
S1,03/26/2009,16,GA,運動飲料,254,2,29,58,P,2
S1,03/26/2009,16,GA,運動飲料,654,1,32,32,P,1
S1,03/26/2009,17,GA,運動飲料,254,8,22,176,P,1
S1,03/26/2009,17,GA,運動飲料,876,10,13,130,P,1
S1,03/26/2009,18,GA,運動飲料,654,1,32,32,P,1
S1,03/26/2009,19,GA,運動飲料,152,8,8,64,P,1
S1,03/26/2009,19,GA,運動飲料,876,5,13,65,P,1
S1,03/26/2009,20,GA,運動飲料,152,15,9,135,P,1
S1,03/26/2009,20,GA,運動飲料,254,1,29,29,P,1
S1,03/26/2009,20,GA,運動飲料,654,1,32,32,P,1
S1,03/26/2009,21,GA,運動飲料,254,5,23,115,P,2
S1,03/26/2009,21,GA,運動飲料,032,30,4,120,P,1
S1,03/26/2009,21,GA,運動飲料,876,5,13,65,P,1
S1,03/26/2009,21,GA,運動飲料,020,5,16,80,N,1
S1,03/27/2009,13,GA,運動飲料,186,60,5,300,P,1
S1,03/27/2009,13,GA,運動飲料,876,5,13,65,P,1
S1,03/27/2009,16,GA,運動飲料,956,8,9,72,N,1
S1,03/27/2009,17,GA,運動飲料,186,30,5,150,P,1
S1,03/27/2009,17,GA,運動飲料,334,30,4,120,N,1
S1,03/27/2009,18,GA,運動飲料,654,1,32,32,P,1
S1,03/27/2009,19,GA,運動飲料,152,8,8,64,P,1
S1,03/27/2009,20,GA,運動飲料,522,5,15,75,N,1
S1,03/27/2009,20,GA,運動飲料,876,5,13,65,P,1
S1,03/27/2009,21,GA,運動飲料,254,1,29,29,P,1
S1,03/27/2009,21,GA,運動飲料,654,4,24,96,P,2
S1,03/27/2009,21,GA,運動飲料,876,10,13,130,P,1
S1,03/27/2009,21,GA,運動飲料,020,5,16,80,N,1
S1,03/27/2009,22,GA,運動飲料,254,1,29,29,P,1
S1,03/27/2009,22,GA,運動飲料,654,1,32,32,P,1
S1,03/28/2009,09,GA,運動飲料,254,4,22,88,P,1
S1,03/28/2009,10,GA,運動飲料,666,5,14,70,P,1
S1,03/28/2009,10,GA,運動飲料,558,8,6,48,N,1
S1,03/28/2009,11,GA,運動飲料,152,15,9,135,P,1
S1,03/28/2009,11,GA,運動飲料,186,30,5,150,P,1
S1,03/28/2009,11,GA,運動飲料,654,1,32,32,P,1
S1,03/28/2009,11,GA,運動飲料,558,8,6,48,N,1
S1,03/28/2009,12,GA,運動飲料,186,30,5,150,P,1
S1,03/28/2009,12,GA,運動飲料,970,1,18,18,N,1
S1,03/28/2009,13,GA,運動飲料,912,1,10,10,N,1
S1,03/28/2009,14,GA,運動飲料,666,5,14,70,P,1
S1,03/28/2009,14,GA,運動飲料,254,4,22,88,P,2
S1,03/28/2009,15,GA,運動飲料,634,30,6,180,N,1
S1,03/28/2009,15,GA,運動飲料,254,3,19,57,P,1
S1,03/28/2009,15,GA,運動飲料,274,3,19,57,N,1
S1,03/28/2009,16,GA,運動飲料,956,8,9,72,N,1
S1,03/28/2009,17,GA,運動飲料,254,3,19,57,P,1
S1,03/28/2009,17,GA,運動飲料,654,3,21,63,P,1
S1,03/28/2009,18,GA,運動飲料,912,3,7,21,N,1
S1,03/28/2009,18,GA,運動飲料,956,8,9,72,N,1
S1,03/28/2009,18,GA,運動飲料,876,5,13,65,P,1
S1,03/28/2009,18,GA,運動飲料,020,5,16,80,N,1
S1,03/28/2009,19,GA,運動飲料,876,10,13,130,P,2
S1,03/28/2009,20,GA,運動飲料,254,1,29,29,P,1
S1,03/28/2009,20,GA,運動飲料,654,4,24,96,P,1
S1,03/28/2009,20,GA,運動飲料,610,5,17,85,N,1
S1,03/28/2009,21,GA,運動飲料,634,30,6,180,N,1
S1,03/28/2009,21,GA,運動飲料,522,5,15,75,N,1
S1,03/28/2009,21,GA,運動飲料,152,30,9,270,P,2
S1,03/28/2009,21,GA,運動飲料,666,5,14,70,P,1
S1,03/28/2009,21,GA,運動飲料,186,30,5,150,P,1
S1,03/28/2009,21,GA,運動飲料,654,5,26,130,P,1
S1,03/28/2009,21,GA,運動飲料,956,15,10,150,N,1
S1,03/28/2009,22,GA,運動飲料,654,4,24,96,P,1
S1,03/29/2009,12,GA,運動飲料,254,1,29,29,P,1
S1,03/29/2009,12,GA,運動飲料,654,1,32,32,P,1
S1,03/29/2009,13,GA,運動飲料,186,30,5,150,P,1
S1,03/29/2009,14,GA,運動飲料,186,30,5,150,P,1
S1,03/29/2009,14,GA,運動飲料,956,8,9,72,N,1
S1,03/29/2009,15,GA,運動飲料,020,5,16,80,N,1
S1,03/29/2009,16,GA,運動飲料,064,30,6,180,N,1
S1,03/29/2009,17,GA,運動飲料,152,8,8,64,P,1
S1,03/29/2009,17,GA,運動飲料,254,1,29,29,P,1
S1,03/29/2009,17,GA,運動飲料,654,6,27,162,P,2
S1,03/29/2009,17,GA,運動飲料,956,30,10,300,N,1
S1,03/29/2009,18,GA,運動飲料,876,5,13,65,P,1
S1,03/29/2009,19,GA,運動飲料,254,6,19,114,P,2
S1,03/29/2009,20,GA,運動飲料,970,3,12,36,N,1
S1,03/29/2009,20,GA,運動飲料,876,5,13,65,P,1
S1,03/29/2009,21,GA,運動飲料,152,8,8,64,P,1
S1,03/29/2009,21,GA,運動飲料,666,15,14,210,P,1
S1,03/29/2009,21,GA,運動飲料,254,1,29,29,P,1
S1,03/29/2009,21,GA,運動飲料,970,1,18,18,N,1
S1,03/29/2009,21,GA,運動飲料,876,5,13,65,P,1
S1,03/30/2009,11,GA,運動飲料,186,30,5,150,P,1
S1,03/30/2009,12,GA,運動飲料,254,3,19,57,P,1
S1,03/30/2009,12,GA,運動飲料,334,30,4,120,N,1
S1,03/30/2009,13,GA,運動飲料,254,1,29,29,P,1
S1,03/30/2009,14,GA,運動飲料,634,300,5,1500,P,1
S1,03/30/2009,15,GA,運動飲料,254,6,19,114,P,2
S1,03/30/2009,15,GA,運動飲料,654,1,32,32,P,1
S1,03/30/2009,16,GA,運動飲料,152,15,9,135,P,1
S1,03/30/2009,16,GA,運動飲料,610,5,17,85,N,1
S1,03/30/2009,17,GA,運動飲料,254,3,19,57,P,1
S1,03/30/2009,17,GA,運動飲料,186,60,5,300,P,1
S1,03/30/2009,17,GA,運動飲料,654,1,32,32,P,1
S1,03/30/2009,17,GA,運動飲料,956,15,10,150,N,1
S1,03/30/2009,18,GA,運動飲料,254,3,19,57,P,1
S1,03/30/2009,18,GA,運動飲料,654,1,32,32,P,1
S1,03/30/2009,19,GA,運動飲料,654,3,21,63,P,1
S1,03/30/2009,19,GA,運動飲料,876,5,13,65,P,1
S1,03/30/2009,20,GA,運動飲料,666,5,14,70,P,1
S1,03/30/2009,20,GA,運動飲料,254,1,29,29,P,1
S1,03/30/2009,21,GA,運動飲料,666,5,14,70,P,1
S1,03/30/2009,21,GA,運動飲料,254,2,29,58,P,2
S1,03/30/2009,21,GA,運動飲料,970,1,18,18,N,1
S1,03/30/2009,21,GA,運動飲料,876,5,13,65,P,1
S1,03/31/2009,09,GA,運動飲料,876,10,13,130,P,1
S1,03/31/2009,10,GA,運動飲料,956,30,10,300,N,1
S1,03/31/2009,10,GA,運動飲料,876,5,13,65,P,1
S1,03/31/2009,11,GA,運動飲料,186,60,5,300,P,1
S1,03/31/2009,12,GA,運動飲料,876,5,13,65,P,1
S1,03/31/2009,13,GA,運動飲料,634,270,5,1350,P,1
S1,03/31/2009,13,GA,運動飲料,254,1,29,29,P,1
S1,03/31/2009,15,GA,運動飲料,152,8,8,64,P,1
S1,03/31/2009,15,GA,運動飲料,254,19,21,399,P,3
S1,03/31/2009,18,GA,運動飲料,152,8,8,64,P,1
S1,03/31/2009,18,GA,運動飲料,654,1,32,32,P,1
S1,03/31/2009,18,GA,運動飲料,274,1,28,28,N,1
S1,03/31/2009,20,GA,運動飲料,186,30,5,150,P,1
S1,03/31/2009,20,GA,運動飲料,020,5,16,80,N,1
S1,03/31/2009,21,GA,運動飲料,654,1,32,32,P,1
S1,04/01/2009,09,GA,運動飲料,956,8,9,72,N,1
S1,04/01/2009,10,GA,運動飲料,956,8,9,72,N,1
S1,04/01/2009,11,GA,運動飲料,558,8,6,48,N,1
S1,04/01/2009,12,GA,運動飲料,654,2,33,66,N,2
S1,04/01/2009,14,GA,運動飲料,634,30,5,150,P,1
S1,04/01/2009,16,GA,運動飲料,152,15,9,135,N,1
S1,04/01/2009,16,GA,運動飲料,956,60,10,600,N,1
S1,04/01/2009,18,GA,運動飲料,912,1,10,10,N,1
S1,04/01/2009,19,GA,運動飲料,186,30,5,150,P,1
S1,04/01/2009,19,GA,運動飲料,654,1,33,33,N,1
S1,04/01/2009,20,GA,運動飲料,522,5,14,70,P,1
S1,04/01/2009,20,GA,運動飲料,654,3,22,66,N,1
S1,04/01/2009,20,GA,運動飲料,876,5,14,70,P,1
S1,04/01/2009,21,GA,運動飲料,152,8,9,72,N,1
S1,04/01/2009,21,GA,運動飲料,666,5,16,80,N,1
S1,04/01/2009,21,GA,運動飲料,032,30,6,180,N,1
S1,04/01/2009,21,GA,運動飲料,876,5,14,70,P,1
S1,04/02/2009,10,GA,運動飲料,634,60,5,300,P,2
S1,04/02/2009,11,GA,運動飲料,634,30,5,150,P,1
S1,04/02/2009,12,GA,運動飲料,912,5,8,40,N,1
S1,04/02/2009,14,GA,運動飲料,634,60,5,300,P,2
S1,04/02/2009,15,GA,運動飲料,634,60,5,300,P,2
S1,04/02/2009,15,GA,運動飲料,654,1,33,33,N,1
S1,04/02/2009,16,GA,運動飲料,634,90,5,450,P,1
S1,04/02/2009,16,GA,運動飲料,666,5,16,80,N,1
S1,04/02/2009,16,GA,運動飲料,274,5,22,110,N,1
S1,04/02/2009,17,GA,運動飲料,634,30,5,150,P,1
S1,04/02/2009,17,GA,運動飲料,254,1,36,36,N,1
S1,04/02/2009,18,GA,運動飲料,634,30,5,150,P,1
S1,04/02/2009,18,GA,運動飲料,654,1,33,33,N,1
S1,04/02/2009,18,GA,運動飲料,186,5,10,50,N,1
S1,04/02/2009,19,GA,運動飲料,634,30,5,150,P,1
S1,04/02/2009,19,GA,運動飲料,876,20,14,280,P,1
S1,04/02/2009,20,GA,運動飲料,634,60,5,300,P,2
S1,04/02/2009,20,GA,運動飲料,522,10,14,140,P,2
S1,04/02/2009,21,GA,運動飲料,654,1,33,33,N,1
S1,04/02/2009,21,GA,運動飲料,876,10,14,140,P,2
S1,04/02/2009,22,GA,運動飲料,912,1,10,10,N,1
S1,04/02/2009,22,GA,運動飲料,254,4,27,108,N,1
S1,04/02/2009,22,GA,運動飲料,654,3,22,66,N,1
S1,04/03/2009,10,GA,運動飲料,186,30,5,150,P,1
S1,04/03/2009,11,GA,運動飲料,634,30,5,150,P,1
S1,04/03/2009,12,GA,運動飲料,634,30,5,150,P,1
S1,04/03/2009,13,GA,運動飲料,634,30,5,150,P,1
S1,04/03/2009,13,GA,運動飲料,186,30,5,150,P,1
S1,04/03/2009,15,GA,運動飲料,956,8,9,72,N,1
S1,04/03/2009,16,GA,運動飲料,254,1,36,36,N,1
S1,04/03/2009,18,GA,運動飲料,634,30,5,150,P,1
S1,04/03/2009,18,GA,運動飲料,912,3,7,21,N,1
S1,04/03/2009,18,GA,運動飲料,254,1,36,36,N,1
S1,04/03/2009,18,GA,運動飲料,876,10,14,140,P,2
S1,04/03/2009,19,GA,運動飲料,876,5,14,70,P,1
S1,04/03/2009,20,GA,運動飲料,634,60,5,300,P,2
S1,04/03/2009,20,GA,運動飲料,956,8,9,72,N,1
S1,04/03/2009,20,GA,運動飲料,876,5,14,70,P,1
S1,04/03/2009,21,GA,運動飲料,634,30,5,150,P,1
S1,04/03/2009,21,GA,運動飲料,254,1,36,36,N,1
S1,04/03/2009,22,GA,運動飲料,634,30,5,150,P,1
S1,04/03/2009,22,GA,運動飲料,152,16,9,144,N,2
S1,04/03/2009,22,GA,運動飲料,020,10,16,160,N,1
S1,04/03/2009,22,GA,運動飲料,186,5,10,50,N,1
S1,04/04/2009,09,GA,運動飲料,666,5,16,80,N,1
S1,04/04/2009,10,GA,運動飲料,634,30,5,150,P,1
S1,04/04/2009,10,GA,運動飲料,876,20,14,280,P,2
S1,04/04/2009,11,GA,運動飲料,654,3,22,66,N,1
S1,04/04/2009,11,GA,運動飲料,970,1,18,18,N,1
S1,04/04/2009,12,GA,運動飲料,254,4,27,108,N,2
S1,04/04/2009,13,GA,運動飲料,634,30,5,150,P,1
S1,04/04/2009,13,GA,運動飲料,152,8,9,72,N,1
S1,04/04/2009,13,GA,運動飲料,956,8,9,72,N,3
S1,04/04/2009,13,GA,運動飲料,020,5,16,80,N,1
S1,04/04/2009,14,GA,運動飲料,274,1,28,28,N,1
S1,04/04/2009,16,GA,運動飲料,274,3,19,57,N,1
S1,04/04/2009,17,GA,運動飲料,634,30,5,150,P,1
S1,04/04/2009,17,GA,運動飲料,522,10,14,140,P,2
S1,04/04/2009,18,GA,運動飲料,654,1,33,33,N,1
S1,04/04/2009,18,GA,運動飲料,274,1,28,28,N,1
S1,04/04/2009,19,GA,運動飲料,876,5,14,70,P,1
S1,04/04/2009,19,GA,運動飲料,274,1,28,28,N,1
S1,04/04/2009,20,GA,運動飲料,522,5,14,70,P,1
S1,04/04/2009,20,GA,運動飲料,152,15,9,135,N,1
S1,04/04/2009,20,GA,運動飲料,666,5,16,80,N,1
S1,04/04/2009,20,GA,運動飲料,970,3,12,36,N,1
S1,04/04/2009,20,GA,運動飲料,876,5,14,70,P,1
S1,04/04/2009,20,GA,運動飲料,186,5,10,50,N,1
S1,04/04/2009,21,GA,運動飲料,634,30,5,150,P,1
S1,04/04/2009,21,GA,運動飲料,186,30,5,150,P,1
S1,04/04/2009,21,GA,運動飲料,654,1,33,33,N,1
S1,04/04/2009,21,GA,運動飲料,876,5,14,70,P,1
S1,04/04/2009,22,GA,運動飲料,634,30,5,150,P,1
S1,04/04/2009,22,GA,運動飲料,254,2,36,72,N,2
S1,04/04/2009,22,GA,運動飲料,654,1,33,33,N,1
S1,04/05/2009,11,GA,運動飲料,522,5,14,70,P,1
S1,04/05/2009,11,GA,運動飲料,876,5,14,70,P,1
S1,04/05/2009,12,GA,運動飲料,634,30,5,150,P,1
S1,04/05/2009,12,GA,運動飲料,654,4,25,100,N,2
S1,04/05/2009,12,GA,運動飲料,956,8,9,72,N,1
S1,04/05/2009,13,GA,運動飲料,666,5,16,80,N,1
S1,04/05/2009,13,GA,運動飲料,654,3,22,66,N,1
S1,04/05/2009,13,GA,運動飲料,956,8,9,72,N,1
S1,04/05/2009,14,GA,運動飲料,634,90,5,450,P,1
S1,04/05/2009,14,GA,運動飲料,654,4,25,100,N,1
S1,04/05/2009,14,GA,運動飲料,970,4,14,56,N,1
S1,04/05/2009,15,GA,運動飲料,634,90,5,450,P,2
S1,04/05/2009,15,GA,運動飲料,666,5,16,80,N,1
S1,04/05/2009,15,GA,運動飲料,558,8,6,48,N,1
S1,04/05/2009,15,GA,運動飲料,020,10,16,160,N,2
S1,04/05/2009,16,GA,運動飲料,634,30,5,150,P,1
S1,04/05/2009,17,GA,運動飲料,970,1,18,18,N,1
S1,04/05/2009,17,GA,運動飲料,876,5,14,70,P,1
S1,04/05/2009,17,GA,運動飲料,958,8,4,32,N,1
S1,04/05/2009,18,GA,運動飲料,654,1,33,33,N,1
S1,04/05/2009,18,GA,運動飲料,558,15,6,90,N,1
S1,04/05/2009,19,GA,運動飲料,634,30,5,150,P,1
S1,04/05/2009,19,GA,運動飲料,654,4,25,100,N,2
S1,04/05/2009,20,GA,運動飲料,634,30,5,150,P,1
S1,04/05/2009,20,GA,運動飲料,654,5,26,130,N,3
S1,04/05/2009,20,GA,運動飲料,956,8,9,72,N,1
S1,04/05/2009,20,GA,運動飲料,970,1,18,18,N,1
S1,04/05/2009,21,GA,運動飲料,152,8,9,72,N,3
S1,04/05/2009,21,GA,運動飲料,186,30,5,150,P,1
S1,04/05/2009,21,GA,運動飲料,020,5,16,80,N,1
S1,04/05/2009,22,GA,運動飲料,956,8,9,72,N,1
S1,04/06/2009,10,GA,運動飲料,956,8,9,72,P,1
S1,04/06/2009,11,GA,運動飲料,654,3,21,63,P,1
S1,04/06/2009,12,GA,運動飲料,654,3,21,63,P,1
S1,04/06/2009,14,GA,運動飲料,912,4,8,32,N,1
S1,04/06/2009,14,GA,運動飲料,876,10,14,140,P,2
S1,04/06/2009,16,GA,運動飲料,666,10,14,140,P,1
S1,04/06/2009,16,GA,運動飲料,254,4,27,108,N,1
S1,04/06/2009,16,GA,運動飲料,956,8,9,72,P,1
S1,04/06/2009,17,GA,運動飲料,876,5,14,70,P,1
S1,04/06/2009,18,GA,運動飲料,634,30,5,150,P,1
S1,04/06/2009,18,GA,運動飲料,254,1,36,36,N,1
S1,04/06/2009,19,GA,運動飲料,064,30,6,180,N,1
S1,04/06/2009,19,GA,運動飲料,254,1,36,36,N,1
S1,04/06/2009,19,GA,運動飲料,956,8,9,72,P,1
S1,04/06/2009,19,GA,運動飲料,558,8,6,48,N,1
S1,04/06/2009,19,GA,運動飲料,876,5,14,70,P,1
S1,04/06/2009,20,GA,運動飲料,634,30,5,150,P,1
S1,04/06/2009,20,GA,運動飲料,020,5,13,65,P,1
S1,04/06/2009,21,GA,運動飲料,634,60,5,300,P,2
S1,04/06/2009,21,GA,運動飲料,666,5,14,70,P,1
S1,04/06/2009,22,GA,運動飲料,020,10,13,130,P,2
S1,04/07/2009,09,GA,運動飲料,186,30,5,150,P,1
S1,04/07/2009,09,GA,運動飲料,654,1,32,32,P,1
S1,04/07/2009,11,GA,運動飲料,152,15,9,135,P,1
S1,04/07/2009,12,GA,運動飲料,666,15,14,210,P,1
S1,04/07/2009,13,GA,運動飲料,152,8,8,64,P,1
S1,04/07/2009,14,GA,運動飲料,020,5,13,65,P,1
S1,04/07/2009,16,GA,運動飲料,634,30,5,150,P,1
S1,04/07/2009,16,GA,運動飲料,912,5,8,40,N,1
S1,04/07/2009,16,GA,運動飲料,958,38,4,152,N,1
S1,04/07/2009,17,GA,運動飲料,152,8,8,64,P,1
S1,04/07/2009,17,GA,運動飲料,186,30,5,150,P,1
S1,04/07/2009,17,GA,運動飲料,654,3,21,63,P,1
S1,04/07/2009,17,GA,運動飲料,876,5,14,70,P,1
S1,04/07/2009,17,GA,運動飲料,020,5,13,65,P,1
S1,04/07/2009,18,GA,運動飲料,970,1,18,18,N,1
